dataset,representation,predictor,explainer,seed,variant,component_id,component_split,left_index,right_index,average_precision,prevalence,normalized_ap_lift,supported_atom_fraction,true_delta,predicted_delta,absolute_signed_delta_error,gap_score
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,1,test,9,13,0.2002214692771968,0.15384615384615385,0.054807190963959855,0.7435897435897436,1.4164234143660508,0.18558457493782043,1.2308388394282304,-1.2308388394282304
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,2,calibration,16,37,0.5140664961636829,0.15942028985507245,0.42190669371196765,0.7101449275362319,-1.8784542062890395,0.5956529378890991,2.474107144178139,-2.474107144178139
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,6,calibration,65,72,0.3280557444751818,0.35384615384615387,-0.039913728788409125,0.5692307692307692,-1.327207295250047,-0.15285998582839966,1.1743473094216474,-1.1743473094216474
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,8,calibration,86,87,0.40997540791658443,0.3058823529411765,0.14996457072728264,0.4588235294117647,-1.146128035678238,0.012010812759399414,1.1581388484376374,-1.1581388484376374
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,7,calibration,135,148,0.75,0.11904761904761904,0.7162162162162162,0.7857142857142857,-2.3869446243705745,-0.11074388027191162,2.276200744098663,-2.276200744098663
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,15,test,204,207,0.22546733333991686,0.2,0.03183416667489607,1.0,-1.268285052724143,0.033747971057891846,1.3020330237820348,-1.3020330237820348
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,16,test,209,210,0.19147008421326486,0.11428571428571428,0.08714364346658937,1.0,-1.043973937820258,-0.4596497267484665,0.5843242110717914,-0.5843242110717914
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,17,test,245,414,0.717902804726871,0.3870967741935484,0.5397361550806842,0.8064516129032258,-2.800001827817969,-0.1408693790435791,2.6591324487743897,-2.6591324487743897
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,9,calibration,257,276,0.4208360394530607,0.2112676056338028,0.2657028357351305,0.9295774647887324,2.5440680443502757,0.17413246631622314,2.3699355780340525,-2.3699355780340525
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,21,calibration,278,309,0.11218060273754893,0.14285714285714285,-0.0357892968061929,1.0,-1.6020599913279625,-0.32464003562927246,1.27741995569869,-1.27741995569869
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,23,test,283,290,0.4041194247738291,0.38461538461538464,0.03169406525747228,1.0,-1.698970004336019,-0.3969382047653198,1.3020317995706991,-1.3020317995706991
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,25,calibration,293,298,0.17078446037340916,0.22641509433962265,-0.07191277073681254,1.0,-1.3424226808222062,-0.056765079498291016,1.2856576013239152,-1.2856576013239152
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,26,calibration,327,328,0.6897317772317773,0.26666666666666666,0.5769069689524234,1.0,-2.500003068051693,-0.7965587675571442,1.703444300494549,-1.703444300494549
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,28,test,352,555,0.25,0.25,0.0,0.3611111111111111,-2.4913616938342726,0.038208842277526855,2.5295705361117995,-2.5295705361117995
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,30,calibration,537,545,0.11450381679389313,0.11450381679389313,0.0,0.0,-1.2016453635280695,-0.9593122601509094,0.24233310337716008,-0.24233310337716008
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,32,calibration,552,553,0.3760015790126844,0.20253164556962025,0.21752578955558835,0.26582278481012656,2.0,0.5016970038414001,1.4983029961585999,-1.4983029961585999
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,35,test,612,616,0.5085554262670968,0.35384615384615387,0.23943101684193555,0.4461538461538462,-2.3112239104324557,-0.0672445297241211,2.2439793807083346,-2.2439793807083346
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,37,test,648,649,0.6357911047496487,0.323943661971831,0.46127434244218873,0.7464788732394366,-2.4849047542803286,0.3383983373641968,2.8233030916445254,-2.8233030916445254
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,38,test,663,674,0.24593662496067675,0.24,0.007811348632469423,0.6933333333333334,2.0946344888851804,0.5052593648433685,1.589375124041812,-1.589375124041812
CHEMBL4616_EC50,morgan,xgboost,crem_mean,42,trained,39,test,666,671,0.26646145263423276,0.3116883116883117,-0.06570694617290711,1.0,-1.631248380455445,-0.4288855195045471,1.2023628609508978,-1.2023628609508978
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,trained,1,test,9,13,0.10813043661120156,0.15384615384615385,-0.054027665823125445,1.0,1.4164234143660508,0.18558457493782043,1.2308388394282304,-1.2308388394282304
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,trained,2,calibration,16,37,0.5087168951365101,0.15942028985507245,0.41554251317964136,1.0,-1.8784542062890395,0.5956529378890991,2.474107144178139,-2.474107144178139
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,trained,6,calibration,65,72,0.31629724079249666,0.35384615384615387,-0.0581114130592314,0.7538461538461538,-1.327207295250047,-0.15285998582839966,1.1743473094216474,-1.1743473094216474
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,trained,8,calibration,86,87,0.2577400729039304,0.3058823529411765,-0.06935752208755791,0.8588235294117647,-1.146128035678238,0.012010812759399414,1.1581388484376374,-1.1581388484376374
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,trained,7,calibration,135,148,0.3335260391782131,0.11904761904761904,0.2434619904185122,0.9761904761904762,-2.3869446243705745,-0.11074388027191162,2.276200744098663,-2.276200744098663
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,trained,15,test,204,207,0.18258040232491624,0.2,-0.02177449709385472,1.0,-1.268285052724143,0.033747971057891846,1.3020330237820348,-1.3020330237820348
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,trained,16,test,209,210,0.15399004176178085,0.11428571428571428,0.04482746650523645,1.0,-1.043973937820258,-0.4596497267484665,0.5843242110717914,-0.5843242110717914
